customer_id,age,card_tier,tenure_months,income_annual,credit_limit,current_utilization,utilization_3m_change,avg_monthly_spend,annual_spend,spend_3m_vs_12m,days_since_last_txn,transaction_count_monthly,late_payment_count_12m,interest_paid_12m,support_tickets_12m,complaint_tickets_12m,app_session_frequency_monthly,competitor_offer_received,interchange_revenue_annual,annual_fee,reward_cost_annual,servicing_cost_annual,annual_net_margin,churn_prob_true,churn_label
CC-10611,38,Platinum,61,113755,41065,0.1064,-0.0996,2196,26352,1.5653,8,28,0,0.0,1,0,7,0,592.92,295,579.74,81.87,226.30999999999995,0.0262,0
CC-10612,68,Gold,119,80089,19725,0.0463,-0.1359,459,5508,0.8419,27,14,0,0.0,4,1,13,0,110.16,95,82.62,154.49,-31.950000000000017,0.2476,0
CC-10613,66,Standard,96,44478,5787,0.0922,-0.0743,268,3216,0.3697,8,6,0,0.0,4,1,9,0,56.28,0,32.16,132.74,-108.62,0.2846,0
CC-10614,52,Platinum,55,122578,34640,0.0884,-0.247,1539,18468,1.2547,8,19,0,0.0,3,0,19,0,415.53,295,406.3,111.89,192.33999999999992,0.0338,0
CC-10615,47,Platinum,105,178947,65382,0.105,0.0179,3449,41388,1.2524,27,32,0,0.0,2,1,11,1,931.23,295,910.54,67.3,248.3900000000001,0.2756,0
CC-10616,48,Standard,29,36651,6423,0.0688,-0.0127,222,2664,0.3563,8,4,2,88.95,2,1,12,1,46.62,0,26.64,98.0,10.929999999999993,0.6561,1
CC-10617,38,Standard,49,46575,5886,0.1241,-0.16,367,4404,0.7397,8,5,0,0.0,1,0,5,0,77.07,0,44.04,79.7,-46.670000000000016,0.0958,0
CC-10618,59,Platinum,82,158810,49156,0.1063,0.2153,2626,31512,1.0807,8,30,0,0.0,2,2,11,0,709.02,295,693.26,118.8,191.96000000000004,0.2249,0
CC-10619,69,Gold,117,87756,20800,0.1238,0.071,1294,15528,1.1073,8,17,0,0.0,0,0,11,1,310.56,95,232.92,78.35,94.29000000000002,0.0946,0
CC-10620,49,Standard,8,53687,9047,0.1131,0.0838,514,6168,0.9486,8,4,0,0.0,3,1,16,0,107.94,0,61.68,108.77,-62.50999999999999,0.1285,0
CC-10621,38,Standard,57,40122,5462,0.0904,-0.0931,248,2976,0.9553,8,6,1,99.39,1,0,13,0,52.08,0,29.76,63.69,58.019999999999996,0.0866,0
CC-10622,64,Standard,99,52004,8992,0.0938,-0.0202,424,5088,0.6684,8,5,3,169.77,1,0,7,1,89.04,0,50.88,92.87,115.06,0.4349,1
CC-10623,28,Gold,46,98859,20315,0.1287,0.0741,1314,15768,0.23,8,22,0,0.0,0,1,14,0,315.36,95,236.52,52.22,121.62,0.3998,1
CC-10624,51,Gold,20,105572,31048,0.0946,0.0029,1476,17712,1.5649,8,33,0,0.0,1,0,6,1,354.24,95,265.68,71.18,112.38,0.0568,0
CC-10625,54,Standard,18,25000,3841,0.0518,0.2203,100,1200,0.6594,8,2,0,0.0,0,1,16,0,21.0,0,12.0,76.54,-67.54,0.1885,0
CC-10626,27,Gold,14,95817,25475,0.06,-0.0506,768,9216,1.003,27,8,0,0.0,1,0,6,0,184.32,95,138.24,68.74,72.33999999999997,0.1201,0
CC-10627,56,Gold,22,104151,24659,0.0689,-0.0957,854,10248,0.9023,8,13,1,341.98,3,0,14,0,204.96,95,153.72,97.81,390.4100000000001,0.0943,0
CC-10628,38,Standard,47,40371,6738,0.0741,0.0751,251,3012,1.2192,8,2,0,0.0,1,1,9,1,52.71,0,30.12,76.53,-53.940000000000005,0.1839,0
CC-10629,58,Standard,66,38837,5048,0.0682,-0.2097,173,2076,0.9845,119,5,1,69.3,1,0,11,0,36.33,0,20.76,89.81,-4.940000000000012,0.8198,0
CC-10630,29,Gold,106,70095,14361,0.0967,0.1186,698,8376,0.996,8,12,0,0.0,1,0,11,0,167.52,95,125.64,106.51,30.369999999999976,0.0562,0
CC-10631,29,Platinum,61,103879,34838,0.1035,-0.2151,1812,21744,0.1597,8,33,0,0.0,0,0,13,0,489.24,295,478.37,43.92,261.95000000000005,0.243,0
CC-10632,66,Gold,95,99147,28293,0.0695,0.0758,988,11856,0.7,8,13,1,395.8,3,0,5,0,237.12,95,177.84,95.15,454.93000000000006,0.1395,0
CC-10633,28,Gold,96,133490,36775,0.0842,-0.1172,1556,18672,1.1734,8,25,1,623.27,1,0,26,0,373.44,95,280.08,109.12,702.51,0.0475,0
CC-10634,71,Standard,92,38744,5851,0.0497,0.0515,146,1752,1.1464,8,7,0,0.0,1,0,13,0,30.66,0,17.52,87.03,-73.89,0.0435,1
CC-10635,55,Standard,24,39751,6134,0.1181,0.1161,364,4368,0.6645,8,7,0,0.0,1,1,16,0,76.44,0,43.68,50.58,-17.819999999999993,0.1865,0
CC-10636,38,Gold,99,85327,18173,0.1344,0.003,1227,14724,0.4766,8,23,1,491.63,1,0,12,0,294.48,95,220.86,103.68,556.5699999999999,0.2218,0
CC-10637,25,Standard,119,26977,4597,0.087,-0.1999,201,2412,0.988,8,7,0,0.0,3,1,9,0,42.21,0,24.12,96.93,-78.84,0.1268,0
CC-10638,34,Standard,105,37175,6216,0.1095,-0.1545,342,4104,0.078,27,9,0,0.0,0,0,8,0,71.82,0,41.04,68.0,-37.22,0.3481,0
CC-10639,48,Standard,49,44359,7070,0.0524,-0.1293,186,2232,0.6054,8,5,1,74.57,0,1,12,0,39.06,0,22.32,57.03,34.28,0.2851,0
CC-10640,50,Standard,31,34943,5170,0.1162,-0.3043,302,3624,1.478,27,5,0,0.0,2,0,12,0,63.42,0,36.24,75.46,-48.27999999999999,0.0529,0
CC-10641,24,Standard,88,58471,10400,0.0461,0.1491,241,2892,1.3835,27,6,0,0.0,0,0,9,1,50.61,0,28.92,71.12,-49.43000000000001,0.1222,0
CC-10642,59,Standard,47,30444,5258,0.0696,-0.0035,184,2208,1.0962,8,4,2,73.66,2,0,12,1,38.64,0,22.08,77.9,12.319999999999993,0.1973,0
CC-10643,40,Standard,79,55136,8748,0.0687,-0.1903,302,3624,1.0422,8,5,0,0.0,2,0,9,0,63.42,0,36.24,78.68,-51.500000000000014,0.0555,0
CC-10644,45,Standard,11,61520,8754,0.1012,0.1984,445,5340,0.3649,8,6,0,0.0,2,2,17,0,93.45,0,53.4,113.16,-73.11,0.4618,0
CC-10645,48,Platinum,26,153360,56209,0.0652,-0.1252,1843,22116,0.7278,8,25,0,0.0,3,0,14,0,497.61,295,486.55,118.59,187.47000000000003,0.0842,0
CC-10646,32,Gold,17,82079,21138,0.0878,0.0176,933,11196,0.8614,27,11,1,373.57,1,1,8,1,223.92,95,167.94,105.1,419.45000000000005,0.548,0
CC-10647,22,Gold,38,90233,21603,0.072,-0.1438,782,9384,0.7342,8,14,0,0.0,0,0,12,1,187.68,95,140.76,61.28,80.64000000000001,0.1657,0
CC-10648,63,Platinum,15,124580,40231,0.1257,-0.3227,2542,30504,0.8449,8,42,0,0.0,3,0,8,1,686.34,295,671.09,110.3,199.95000000000005,0.1552,0
CC-10649,34,Gold,93,41733,10045,0.0937,-0.2247,473,5676,1.3398,8,13,0,0.0,4,0,11,0,113.52,95,85.14,99.16,24.21999999999997,0.0335,0
CC-10650,42,Standard,46,33983,5248,0.0614,-0.0873,162,1944,0.7875,8,3,0,0.0,2,0,12,0,34.02,0,19.44,86.59,-72.00999999999999,0.0788,0
CC-10651,51,Gold,103,84762,20581,0.0685,0.1147,708,8496,0.8477,8,9,0,0.0,1,0,19,0,169.92,95,127.44,52.93,84.54999999999995,0.0605,0
CC-10652,43,Gold,73,65010,14715,0.1183,0.032,875,10500,1.1719,8,11,0,0.0,4,1,11,1,210.0,95,157.5,116.01,31.49000000000001,0.1861,0
CC-10653,68,Gold,74,76221,21044,0.0638,0.001,675,8100,0.5242,8,13,0,0.0,3,0,9,0,162.0,95,121.5,104.52,30.980000000000018,0.1611,0
CC-10654,40,Standard,103,50390,7653,0.0902,-0.3215,347,4164,0.6979,8,6,1,138.95,1,0,8,1,72.87,0,41.64,60.38,109.79999999999998,0.2437,1
CC-10655,58,Standard,107,46631,5785,0.1228,0.1705,357,4284,0.7287,8,9,0,0.0,1,2,8,0,74.97,0,42.84,101.31,-69.18,0.3464,0
CC-10656,24,Standard,80,56907,8086,0.079,0.0136,321,3852,0.9667,8,6,0,0.0,1,3,13,1,67.41,0,38.52,70.2,-41.31,0.624,1
CC-10657,35,Standard,78,48309,8362,0.0607,-0.0379,255,3060,0.8465,8,4,0,0.0,1,1,9,0,53.55,0,30.6,53.28,-30.33,0.1585,0
CC-10658,44,Gold,38,92500,25485,0.0704,0.1499,902,10824,0.856,8,17,0,0.0,1,0,7,1,216.48,95,162.36,73.42,75.69999999999999,0.153,1
CC-10659,45,Gold,118,69863,16230,0.0612,0.1671,499,5988,0.7505,8,9,3,199.93,3,0,13,0,119.76,95,89.82,112.88,211.99,0.2177,0
CC-10660,21,Standard,63,30025,5293,0.0586,0.1532,156,1872,0.6288,8,5,4,62.43,1,0,10,0,32.76,0,18.72,78.68,-2.210000000000008,0.3593,0
CC-10661,27,Black,106,251095,93856,0.0623,-0.0571,2940,35280,1.1327,8,40,1,1176.95,1,0,13,0,882.0,495,1058.4,83.8,1411.7499999999998,0.0641,0
CC-10662,51,Gold,83,69547,20594,0.054,-0.1705,559,6708,0.8487,8,11,0,0.0,3,0,14,1,134.16,95,100.62,132.95,-4.409999999999997,0.1327,0
CC-10663,32,Standard,42,43123,5810,0.0805,0.1283,235,2820,1.1357,8,3,1,94.14,5,0,8,1,49.35,0,28.2,111.76,3.530000000000001,0.144,0
CC-10664,62,Standard,119,33007,3978,0.1606,-0.2248,321,3852,0.6165,8,3,1,128.59,2,0,10,0,67.41,0,38.52,112.35,45.129999999999995,0.1412,0
CC-10665,25,Standard,95,54477,7955,0.0988,0.2721,395,4740,0.7504,8,6,0,0.0,3,1,15,0,82.95,0,47.4,102.55,-66.99999999999999,0.1611,0
CC-10666,64,Standard,29,36777,5205,0.1204,-0.0158,315,3780,0.8836,8,2,0,0.0,1,0,11,0,66.15,0,37.8,73.04,-44.69,0.0706,0
CC-10667,70,Standard,3,40907,6231,0.0473,-0.1791,148,1776,0.9116,8,5,2,59.32,1,0,13,0,31.08,0,17.76,85.41,-12.769999999999996,0.1369,1
CC-10668,62,Standard,118,44772,7513,0.0479,-0.2048,181,2172,1.1763,8,5,0,0.0,3,0,9,0,38.01,0,21.72,115.61,-99.32,0.0439,0
CC-10669,58,Standard,36,57635,9829,0.1022,-0.2116,505,6060,0.8208,27,8,0,0.0,2,1,11,0,106.05,0,60.6,71.34,-25.89,0.2752,1
CC-10670,32,Standard,70,64785,9333,0.1034,0.0011,485,5820,1.174,8,4,0,0.0,3,0,16,0,101.85,0,58.2,118.03,-74.38000000000002,0.0401,0
CC-10671,59,Platinum,90,203960,69382,0.0606,-0.021,2113,25356,1.0625,8,28,0,0.0,0,0,7,0,570.51,295,557.83,45.52,262.15999999999997,0.0555,0
CC-10672,38,Standard,23,30579,3941,0.0929,-0.2054,184,2208,0.9179,8,10,0,0.0,1,0,13,0,38.64,0,22.08,67.7,-51.14,0.0649,1
CC-10673,22,Gold,35,77070,15780,0.1009,-0.0735,800,9600,0.6646,8,10,0,0.0,1,0,13,1,192.0,95,144.0,79.01,63.99000000000001,0.2364,0
CC-10674,30,Standard,9,38661,6126,0.1124,-0.2252,346,4152,1.1771,8,4,0,0.0,0,0,12,1,72.66,0,41.52,75.04,-43.900000000000006,0.0911,0
CC-10675,35,Black,67,305921,100000,0.0711,0.0684,3571,42852,0.6721,8,43,0,0.0,1,1,8,0,1071.3,495,1285.56,95.43,185.30999999999995,0.2667,1
CC-10676,50,Standard,107,48479,7952,0.0886,-0.0282,354,4248,0.9436,8,4,1,141.81,1,0,12,0,74.34,0,42.48,93.14,80.53,0.0864,0
CC-10677,64,Standard,5,38441,5856,0.1057,-0.0768,311,3732,0.9338,27,13,0,0.0,1,1,14,0,65.31,0,37.32,81.22,-53.22999999999999,0.2345,0
CC-10678,37,Black,110,233664,92471,0.1548,-0.2132,7194,86328,0.8879,8,89,3,2881.28,1,0,16,0,2158.2,495,2589.84,60.21,2884.4299999999994,0.1748,1
CC-10679,24,Platinum,53,105089,37362,0.1097,-0.065,2060,24720,0.8332,119,32,0,0.0,0,0,14,0,556.2,295,543.84,75.61,231.75,0.7871,1
CC-10680,27,Platinum,81,47104,14395,0.0758,-0.0822,548,6576,0.7034,27,11,0,0.0,2,0,15,1,147.96,295,144.67,123.6,174.69000000000005,0.2693,0
CC-10681,61,Standard,97,30395,4447,0.1096,0.0277,245,2940,0.4649,27,4,0,0.0,1,0,9,0,51.45,0,29.4,98.98,-76.92999999999999,0.221,1
CC-10682,51,Standard,56,54751,9196,0.0998,0.0051,461,5532,1.3711,27,7,0,0.0,1,0,13,0,96.81,0,55.32,75.86,-34.370000000000005,0.0598,0
CC-10683,71,Gold,82,116124,28588,0.0994,0.0988,1428,17136,0.8025,8,18,0,0.0,1,0,6,0,342.72,95,257.04,77.56,103.12,0.0838,0
CC-10684,59,Platinum,76,187175,56305,0.131,-0.0927,3706,44472,0.9116,8,42,0,0.0,0,0,12,0,1000.62,295,978.38,92.26,224.9799999999998,0.0641,0
CC-10685,54,Gold,95,104321,28415,0.1025,-0.2991,1464,17568,0.9097,8,20,0,0.0,1,0,15,0,351.36,95,263.52,54.07,128.77000000000004,0.0598,1
CC-10686,26,Gold,61,63496,13885,0.0543,0.1287,379,4548,1.2787,8,11,0,0.0,3,1,12,1,90.96,95,68.22,115.58,2.159999999999968,0.1602,0
CC-10687,70,Standard,8,31711,5210,0.0485,-0.1604,127,1524,1.53,8,2,1,50.86,3,0,10,1,26.67,0,15.24,88.46,-26.169999999999987,0.0813,0
CC-10688,58,Platinum,31,76614,26593,0.1114,-0.186,1489,17868,0.998,27,18,2,596.29,1,2,10,0,402.03,295,393.1,54.52,845.6999999999999,0.604,0
CC-10689,65,Standard,19,38439,5659,0.0675,-0.0265,192,2304,0.9029,8,5,0,0.0,1,0,8,0,40.32,0,23.04,67.06,-49.779999999999994,0.0731,0
CC-10690,71,Standard,119,45979,7866,0.0433,0.0253,171,2052,0.613,8,7,1,68.56,0,2,15,1,35.91,0,20.52,48.77,35.17999999999999,0.6341,0
CC-10691,54,Standard,62,33662,5470,0.0735,-0.0996,202,2424,0.5169,8,6,0,0.0,4,1,16,0,42.42,0,24.24,97.73,-79.55,0.2195,0
CC-10692,64,Gold,24,94160,19141,0.1291,-0.1008,1242,14904,0.4178,8,22,0,0.0,1,0,16,0,298.08,95,223.56,101.18,68.33999999999997,0.171,0
CC-10693,35,Standard,26,52333,7209,0.0602,-0.0787,218,2616,0.7112,8,8,0,0.0,2,1,15,1,45.78,0,26.16,115.11,-95.49000000000001,0.3144,0
CC-10694,34,Standard,83,39661,6831,0.09,0.1925,309,3708,0.3227,8,5,0,0.0,0,0,10,0,64.89,0,37.08,75.84,-48.03,0.1538,1
CC-10695,26,Gold,87,56524,11408,0.0495,-0.0204,284,3408,1.2736,27,5,1,113.66,0,0,15,0,68.16,95,51.12,81.1,144.6,0.094,0
CC-10696,70,Standard,53,60535,9244,0.053,-0.1652,246,2952,1.0769,8,8,0,0.0,3,2,7,0,51.66,0,29.52,83.99,-61.849999999999994,0.2447,0
CC-10697,57,Gold,52,85746,23390,0.062,-0.1637,729,8748,0.8745,8,11,3,291.9,2,0,12,1,174.96,95,131.22,81.37,349.27,0.3424,0
CC-10698,70,Standard,13,66838,10514,0.0492,-0.0576,260,3120,1.2828,8,2,0,0.0,2,1,4,0,54.6,0,31.2,100.5,-77.1,0.0986,1
CC-10699,52,Gold,58,86963,24006,0.097,0.0157,1170,14040,0.6287,119,21,0,0.0,0,0,13,0,280.8,95,210.6,88.53,76.67000000000002,0.8809,0
CC-10700,23,Gold,73,88447,24107,0.0996,0.0526,1206,14472,0.704,8,20,0,0.0,1,1,17,0,289.44,95,217.08,92.41,74.94999999999999,0.1684,0
CC-10701,23,Standard,44,34149,5515,0.1028,-0.0014,285,3420,0.3699,27,3,1,114.12,2,0,11,0,59.85,0,34.2,66.07,73.7,0.331,0
CC-10702,42,Standard,41,40235,6811,0.0581,-0.1463,199,2388,1.1823,119,6,0,0.0,1,0,14,0,41.79,0,23.88,64.35,-46.43999999999999,0.6812,1
CC-10703,42,Standard,71,27463,4359,0.0854,-0.0836,187,2244,0.7069,8,6,2,74.93,3,0,13,1,39.27,0,22.44,104.27,-12.509999999999977,0.3057,0
CC-10704,30,Standard,110,29884,4307,0.0628,0.0901,136,1632,0.9547,8,1,0,0.0,2,0,13,0,28.56,0,16.32,102.31,-90.07,0.0574,0
CC-10705,71,Black,50,331881,100000,0.1075,-0.1919,5401,64812,1.2508,8,62,0,0.0,0,0,12,0,1620.3,495,1944.36,74.88,96.0600000000004,0.0391,0
CC-10706,23,Standard,59,41820,6816,0.0826,-0.0899,283,3396,1.3613,8,9,1,113.32,2,0,9,0,59.43,0,33.96,101.66,37.129999999999995,0.0508,0
CC-10707,32,Platinum,23,125206,50418,0.0915,0.0696,2319,27828,0.9413,27,25,0,0.0,2,0,11,0,626.13,295,612.22,69.25,239.65999999999997,0.1192,0
CC-10708,49,Standard,84,36670,4999,0.0577,0.1113,145,1740,1.0653,8,5,0,0.0,1,0,17,0,30.45,0,17.4,95.47,-82.42,0.0459,0
CC-10709,68,Gold,101,76807,17988,0.0676,-0.0489,611,7332,0.6788,119,6,0,0.0,3,0,11,0,146.64,95,109.98,120.21,11.449999999999989,0.8727,1
CC-10710,37,Platinum,22,179657,73713,0.1038,-0.0817,3844,46128,1.455,8,55,0,0.0,2,2,7,1,1037.88,295,1014.82,77.8,240.26,0.2776,0
CC-10711,27,Gold,17,88064,22707,0.0717,-0.2183,818,9816,0.9002,8,19,0,0.0,2,1,14,0,196.32,95,147.24,94.78,49.29999999999998,0.1413,0
CC-10712,33,Gold,71,59924,13057,0.1314,0.0588,862,10344,0.9741,8,18,0,0.0,0,0,17,0,206.88,95,155.16,50.37,96.35,0.0533,0
CC-10713,22,Standard,79,56591,9044,0.1237,0.1778,562,6744,0.8279,8,11,0,0.0,4,0,19,0,118.02,0,67.44,136.19,-85.61,0.0635,0
CC-10714,24,Standard,53,64406,11557,0.0758,0.3648,440,5280,1.3098,8,11,0,0.0,1,1,13,0,92.4,0,52.8,62.96,-23.359999999999985,0.078,0
CC-10715,30,Platinum,78,157314,62183,0.0595,0.038,1859,22308,1.0099,8,29,0,0.0,0,1,15,0,501.93,295,490.78,36.21,269.94000000000005,0.114,0
CC-10716,59,Platinum,64,171195,65808,0.1002,-0.0276,3314,39768,1.1783,8,43,0,0.0,1,0,8,0,894.78,295,874.9,75.9,238.98000000000002,0.0466,0
CC-10717,44,Black,87,365454,100000,0.0999,-0.158,5019,60228,1.0562,119,69,0,0.0,1,1,12,0,1505.7,495,1806.84,52.58,141.2800000000002,0.8597,0
CC-10718,37,Standard,39,26363,4549,0.0577,-0.3018,132,1584,0.8839,8,10,2,52.83,0,0,12,0,27.72,0,15.84,37.59,27.11999999999999,0.141,0
CC-10719,26,Gold,8,124615,31475,0.1012,0.0065,1601,19212,1.2288,8,12,0,0.0,1,2,4,1,384.24,95,288.18,61.47,129.59000000000003,0.3722,0
CC-10720,39,Black,73,356916,100000,0.1381,0.3326,6942,83304,1.0536,8,98,2,2779.73,0,2,8,1,2082.6,495,2499.12,78.26,2779.95,0.6043,1
CC-10721,25,Standard,28,50499,7059,0.0665,0.1706,236,2832,0.6617,27,1,0,0.0,2,1,13,0,49.56,0,28.32,121.57,-100.32999999999998,0.3215,1
CC-10722,52,Standard,108,43588,5392,0.1233,0.1475,334,4008,0.6532,8,8,0,0.0,1,0,11,1,70.14,0,40.08,80.76,-50.7,0.1787,1
CC-10723,30,Gold,114,56583,14009,0.099,0.0168,697,8364,0.9946,8,12,0,0.0,1,1,13,0,167.28,95,125.46,90.68,46.139999999999986,0.1175,0
CC-10724,29,Gold,10,77957,17694,0.0548,0.0339,487,5844,1.2222,119,10,0,0.0,1,0,19,0,116.88,95,87.66,52.97,71.25,0.6505,1
CC-10725,47,Platinum,75,155693,59183,0.061,-0.3836,1814,21768,1.4418,27,27,2,726.67,3,0,12,0,489.78,295,478.9,127.42,905.1299999999999,0.1126,0
CC-10726,33,Standard,93,32575,5779,0.0537,0.0944,156,1872,0.4168,8,4,0,0.0,3,0,9,1,32.76,0,18.72,106.9,-92.86000000000001,0.2508,1
CC-10727,39,Platinum,6,137558,51823,0.0697,-0.1069,1815,21780,0.9577,119,16,0,0.0,3,0,13,1,490.05,295,479.16,108.94,196.94999999999993,0.8719,0
CC-10728,41,Standard,23,31685,5488,0.0965,-0.1253,266,3192,1.0969,8,8,3,106.6,1,0,12,1,55.86,0,31.92,98.16,32.379999999999995,0.2721,0
CC-10729,44,Standard,33,40672,5986,0.1094,-0.0685,329,3948,1.0387,27,11,0,0.0,2,0,10,1,69.09,0,39.48,71.99,-42.379999999999995,0.1987,0
CC-10730,58,Standard,23,29782,4952,0.0924,-0.0736,230,2760,1.2528,8,5,0,0.0,2,0,13,1,48.3,0,27.6,92.34,-71.64,0.0792,1
CC-10731,24,Platinum,106,88977,35415,0.0379,-0.1276,675,8100,1.1467,8,12,0,0.0,2,1,15,1,182.25,295,178.2,97.36,201.69,0.1761,0
CC-10732,44,Gold,27,92226,25001,0.0471,-0.0179,592,7104,0.6543,119,11,0,0.0,1,2,10,1,142.08,95,106.56,86.81,43.71000000000001,0.989,1
CC-10733,55,Gold,105,72680,18226,0.0573,-0.1037,525,6300,0.6456,8,6,1,210.21,0,0,6,0,126.0,95,94.5,77.45,259.26000000000005,0.1962,0
CC-10734,23,Standard,17,39534,6228,0.0649,-0.005,203,2436,1.0437,8,6,2,81.36,2,0,15,1,42.63,0,24.36,102.86,-3.2299999999999898,0.2052,0
CC-10735,24,Platinum,119,117829,44547,0.051,-0.2431,1142,13704,1.2472,8,18,0,0.0,1,2,11,0,308.34,295,301.49,100.86,200.9899999999999,0.1773,0
CC-10736,57,Standard,37,75635,10224,0.0893,-0.0521,459,5508,0.993,8,10,0,0.0,2,1,10,0,96.39,0,55.08,123.92,-82.61,0.1313,0
CC-10737,60,Platinum,51,161257,63429,0.0436,-0.1844,1391,16692,0.4766,8,15,0,0.0,3,0,10,0,375.57,295,367.22,81.01,222.33999999999992,0.1715,0
CC-10738,68,Standard,45,53040,9389,0.0937,-0.1162,442,5304,0.6358,8,7,1,177.08,1,0,11,1,92.82,0,53.04,74.79,142.06999999999996,0.2602,0
CC-10739,55,Standard,43,36276,5365,0.1154,0.0015,311,3732,1.1575,119,9,0,0.0,0,0,11,0,65.31,0,37.32,59.54,-31.549999999999997,0.7021,1
CC-10740,51,Gold,39,95725,25855,0.0791,-0.2606,1028,12336,0.8454,8,15,0,0.0,0,0,15,0,246.72,95,185.04,80.03,76.65000000000003,0.0688,1
CC-10741,64,Standard,59,42438,6969,0.0474,-0.1434,166,1992,0.9854,27,5,0,0.0,1,0,15,1,34.86,0,19.92,67.43,-52.49000000000001,0.193,1
CC-10742,45,Gold,44,68351,18196,0.1039,0.0653,950,11400,1.2696,8,20,0,0.0,1,0,14,0,228.0,95,171.0,50.9,101.1,0.0367,0
CC-10743,60,Gold,49,125993,32091,0.1145,-0.232,1846,22152,0.5893,8,27,0,0.0,1,1,21,0,443.04,95,332.28,54.48,151.27999999999997,0.2453,0
CC-10744,33,Standard,94,51443,8894,0.0537,0.2467,240,2880,0.8257,8,3,3,96.13,0,0,14,0,50.4,0,28.8,90.42,27.310000000000002,0.1979,0
CC-10745,24,Platinum,63,158281,54266,0.1049,0.1607,2860,34320,0.7931,27,40,0,0.0,1,2,17,1,772.2,295,755.04,105.09,207.07000000000005,0.6303,0
CC-10746,66,Standard,16,34067,4212,0.1436,-0.0942,304,3648,1.0566,8,2,0,0.0,0,0,8,0,63.84,0,36.48,50.38,-23.019999999999996,0.0582,0
CC-10747,34,Gold,70,58008,16500,0.0727,-0.1381,603,7236,1.1819,8,5,3,241.45,6,1,20,0,144.72,95,108.54,181.16,191.46999999999997,0.228,0
CC-10748,33,Platinum,55,137985,51655,0.0656,0.0103,1704,20448,0.5059,8,32,0,0.0,2,0,11,0,460.08,295,449.86,117.56,187.65999999999985,0.1617,1
CC-10749,47,Gold,86,72812,20746,0.0683,-0.2371,712,8544,0.9483,119,15,0,0.0,0,1,9,0,170.88,95,128.16,76.34,61.379999999999995,0.8855,1
CC-10750,26,Standard,36,51892,6658,0.1046,-0.3203,350,4200,1.2108,8,8,0,0.0,3,0,9,1,73.5,0,42.0,94.68,-63.18000000000001,0.0897,0
CC-10751,37,Black,78,327548,100000,0.1223,-0.0889,6145,73740,0.3936,8,77,0,0.0,0,0,11,1,1843.5,495,2212.2,42.1,84.20000000000027,0.3242,1
CC-10752,56,Gold,99,86391,25350,0.0969,-0.0401,1235,14820,0.9307,27,25,0,0.0,1,1,16,1,296.4,95,222.3,60.06,109.03999999999996,0.3666,0
CC-10753,60,Standard,26,54311,6998,0.128,-0.0058,450,5400,0.5853,8,9,1,180.3,1,0,12,0,94.5,0,54.0,61.87,158.93,0.1521,0
CC-10754,69,Standard,22,47174,7952,0.0583,-0.1122,233,2796,0.7575,119,5,1,93.32,0,0,14,1,48.93,0,27.96,83.43,30.859999999999985,0.9312,1
CC-10755,55,Platinum,71,109490,43275,0.0819,0.1711,1782,21384,0.1985,119,22,0,0.0,2,1,10,1,481.14,295,470.45,84.25,221.43999999999994,0.9871,1
CC-10756,37,Gold,104,80786,21882,0.0873,-0.2443,960,11520,1.3678,8,24,1,384.51,0,0,9,1,230.4,95,172.8,75.68,461.42999999999995,0.0975,0
CC-10757,61,Gold,32,87884,18730,0.0597,-0.1907,562,6744,0.8433,8,10,0,0.0,5,0,12,1,134.88,95,101.16,156.11,-27.389999999999986,0.1436,0
CC-10758,22,Platinum,90,172512,64422,0.0686,0.053,2221,26652,0.7078,8,34,0,0.0,2,1,13,1,599.67,295,586.34,91.01,217.31999999999994,0.3127,0
CC-10759,33,Platinum,109,147873,59810,0.1037,-0.1942,3117,37404,1.0485,119,41,0,0.0,0,0,17,0,841.59,295,822.89,47.83,265.8700000000001,0.7019,1
CC-10760,22,Standard,106,38571,5613,0.0971,-0.2,274,3288,0.6373,8,6,0,0.0,1,0,8,1,57.54,0,32.88,78.47,-53.809999999999995,0.1919,0
CC-10761,48,Standard,9,55869,8090,0.0657,-0.0015,267,3204,0.6088,27,5,2,106.98,4,0,7,0,56.07,0,32.04,103.05,27.960000000000008,0.3597,1
CC-10762,63,Standard,38,49283,7223,0.0562,-0.178,204,2448,1.4031,8,4,2,81.71,3,0,11,1,42.84,0,24.48,128.93,-28.86,0.1339,0
CC-10763,46,Gold,40,117845,24538,0.0972,-0.04,1199,14388,1.4926,8,18,0,0.0,2,1,10,0,287.76,95,215.82,113.38,53.56,0.0635,0
CC-10764,42,Standard,82,45981,7978,0.0801,-0.125,321,3852,0.7724,8,4,0,0.0,2,0,9,0,67.41,0,38.52,121.03,-92.14000000000001,0.0829,0
CC-10765,67,Gold,54,62956,18063,0.0578,-0.1492,525,6300,1.2702,8,9,0,0.0,0,0,11,0,126.0,95,94.5,83.71,42.79000000000002,0.0385,0
CC-10766,63,Platinum,17,181194,76048,0.0804,-0.3353,3072,36864,1.0568,8,46,0,0.0,1,2,10,1,829.44,295,811.01,88.94,224.49,0.4073,0
CC-10767,23,Platinum,48,119812,43363,0.0469,0.0009,1022,12264,0.5259,8,11,0,0.0,2,0,6,0,275.94,295,269.81,87.66,213.47000000000003,0.172,1
CC-10768,55,Standard,25,48323,7976,0.0516,-0.2071,207,2484,0.6716,8,3,0,0.0,0,0,13,0,43.47,0,24.84,64.79,-46.16000000000001,0.0932,0
