ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,education_clean,marriage_clean,gender,churn_label,customer_id,avg_monthly_spend,annual_spend,avg_monthly_payment,current_utilization,utilization_6m_avg,utilization_trend,pay_to_bill_ratio,max_delay_months,delinquency_count,days_since_last_txn,transaction_count_monthly,card_tier,R_score,F_score,M_score,RFM_Score,rfm_segment,utilization_risk_flag,support_friction_score,interchange_revenue_annual,annual_fee,interest_paid_12m,reward_cost_annual,servicing_cost_annual,annual_net_margin,baseline_ltv,predicted_churn_prob,risk_decile,cost_fee_waiver,cost_points_boost,cost_apr_cut,cost_vip_perks,delta_ltv_fee_waiver,net_roi_fee_waiver,delta_ltv_points_boost,net_roi_points_boost,delta_ltv_apr_cut,net_roi_apr_cut,delta_ltv_vip_perks,net_roi_vip_perks,recommended_offer,expected_net_roi,offer_cost,retained_ltv_gain,campaign_target
2992,100000.0,2,1,1,33,-1,-1,-2,-2,-2,-2,3976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,1,Graduate School,Married,Female,1,CC-2992,662.67,7952.039999999999,67.0,0.0398,0.0066,0.0332,0.1011,-1,0,1,13,Gold,5,1,1,7,Need Attention,0,0.0,159.04,95,716.4,119.28,50.0,801.16,2142.84,0.27387804,3,95.0,119.28,120.0,150.0,1947.69,1852.69,0.0,-119.28,0.0,-120.0,0.0,-150.0,No Offer (Budget Exceeded),1852.69,95.0,1947.69,False
2993,150000.0,2,3,1,43,0,0,0,0,0,0,90606.0,93496.0,94196.0,91550.0,89586.0,88300.0,4348.0,3229.0,3150.0,3348.0,3244.0,8778.0,0,High School,Married,Female,0,CC-2993,91289.0,1095468.0,4349.5,0.604,0.6086,-0.0046,0.0476,0,0,10,120,Platinum,3,2,5,10,Loyal High Spenders,0,0.0,24648.03,295,16308.0,16432.02,50.0,24769.01,154404.69,0.06041618,9,295.0,16432.02,120.0,150.0,50051.75,49756.75,37603.49,21171.47,43155.04,43035.04,34072.61,33922.61,No Offer (Low Risk),0.0,0.0,0.0,False
2994,240000.0,1,2,1,38,2,-1,-1,0,0,-1,6848.0,836.0,2508.0,1672.0,836.0,563.0,836.0,2508.0,0.0,0.0,563.0,1090.0,1,University,Married,Male,1,CC-2994,2210.5,26526.0,832.83,0.0285,0.0092,0.0193,0.3767,2,1,60,33,Platinum,1,1,1,3,Dormant / Lost,0,3.5,596.83,295,1231.2,397.89,70.0,1655.1400000000003,2067.74,0.70045686,1,295.0,397.89,120.0,150.0,2655.06,2360.06,1726.54,1328.65,2131.07,2011.07,1497.54,1347.54,No Offer (Budget Exceeded),2360.06,295.0,2655.06,False
2995,120000.0,1,2,3,38,-2,-2,-2,-2,-2,-2,7787.0,3495.0,1706.0,-4.0,-4.0,-4.0,3505.0,1711.0,0.0,0.0,0.0,0.0,0,University,Others,Male,0,CC-2995,2164.67,25976.04,869.33,0.0649,0.018,0.0469,0.4016,-2,0,10,32,Gold,3,1,1,5,Need Attention,0,0.0,519.52,95,1401.84,389.64,50.0,1576.7199999999998,8643.54,0.082416035,8,95.0,389.64,120.0,150.0,3593.74,3498.74,2654.28,2264.64,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
2996,80000.0,2,2,1,32,-1,-1,-1,-1,-1,-1,199.0,199.0,199.0,199.0,0.0,22109.0,199.0,199.0,199.0,0.0,22109.0,45352.0,1,University,Married,Female,1,CC-2996,3817.5,45810.0,11343.0,0.0025,0.0477,-0.0452,2.0,-1,0,14,53,Gold,2,2,2,6,Dormant / Lost,0,0.0,916.2,95,0.0,687.15,50.0,274.05000000000007,763.28,0.25904366,3,95.0,687.15,120.0,150.0,674.06,579.06,458.3,-228.85,0.0,-120.0,0.0,-150.0,No Offer (Budget Exceeded),579.06,95.0,674.06,False
2997,210000.0,2,2,1,27,2,2,0,0,0,0,174134.0,167095.0,161573.0,122362.0,116243.0,108414.0,16.0,6800.0,3800.0,5134.0,4000.0,4000.0,1,University,Married,Female,1,CC-2997,141636.83,1699641.96,3958.33,0.8292,0.6745,0.1547,0.0279,2,2,60,120,Platinum,1,2,5,8,At-Risk High Value,1,5.0,38241.94,295,31343.76,25494.63,90.0,44296.06999999999,57775.45,0.6666936,1,295.0,25494.63,120.0,150.0,75109.0,74814.0,47688.13,22193.5,58789.68,58669.68,41391.74,41241.74,Fee Waiver,74814.0,295.0,75109.0,True
2998,80000.0,2,2,2,37,-1,2,-1,0,0,0,1118.0,1102.0,10512.0,19529.0,27167.0,30878.0,0.0,10512.0,9529.0,8167.0,5000.0,6220.0,0,University,Single,Female,0,CC-2998,15051.0,180612.0,6571.33,0.014,0.1881,-0.1741,0.4366,2,1,8,120,Gold,4,2,3,9,Need Attention,0,3.5,3612.24,95,201.6,2709.18,70.0,1129.66,3283.35,0.24405669,3,95.0,2709.18,120.0,150.0,2809.09,2714.09,1918.92,-790.26,2295.11,2175.11,0.0,-150.0,No Offer (Budget Exceeded),2714.09,95.0,2809.09,False
2999,50000.0,2,2,1,38,0,0,2,0,0,0,20838.0,23204.0,22538.0,22864.0,23495.0,24100.0,3000.0,0.0,1000.0,1000.0,1000.0,1000.0,1,University,Married,Female,1,CC-2999,22839.83,274077.96,1166.67,0.4168,0.4568,-0.04,0.0511,2,1,13,120,Standard,2,2,3,7,Dormant / Lost,0,3.5,4796.36,0,3751.2,4111.17,70.0,4366.389999999999,12631.97,0.24566187,3,50.0,4111.17,120.0,150.0,10845.56,10795.56,7404.91,3293.74,8858.5,8738.5,0.0,-150.0,No Offer (Budget Exceeded),10795.56,50.0,10845.56,False
3000,50000.0,2,2,3,52,0,0,0,0,0,0,50671.0,50525.0,38240.0,18443.0,20065.0,20296.0,1844.0,1292.0,804.0,5717.0,823.0,1299.0,0,University,Others,Female,0,CC-3000,33040.0,396480.0,1963.17,1.0134,0.6608,0.3526,0.0594,0,0,5,120,Standard,4,2,4,10,Loyal High Spenders,1,0.0,6938.4,0,9120.6,5947.2,50.0,10061.8,38102.8,0.16406983,5,50.0,5947.2,120.0,150.0,0.0,-50.0,18185.88,12238.68,21466.44,21346.44,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
3001,330000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,1406.0,1467.0,2599.0,17064.0,70464.0,-6053.0,1488.0,2599.0,17064.0,70464.0,0.0,232972.0,0,Graduate School,Single,Female,0,CC-3001,15500.0,186000.0,54097.83,0.0043,0.0439,-0.0396,2.0,-1,0,9,120,Black,3,2,3,8,Need Attention,0,0.0,4650.0,495,0.0,2790.0,50.0,2305.0,10794.07,0.113543175,7,495.0,2790.0,120.0,150.0,5700.84,5205.84,4124.95,1334.95,0.0,-120.0,3698.92,3548.92,No Offer (Low Risk),0.0,0.0,0.0,False
3002,230000.0,1,3,2,28,0,-1,-1,-1,-1,0,152966.0,65722.0,11666.0,18844.0,34983.0,53935.0,65722.0,20000.0,18844.0,34983.0,408.0,14574.0,0,High School,Single,Male,0,CC-3002,56352.67,676232.04,25755.17,0.6651,0.245,0.4201,0.457,0,0,11,120,Platinum,3,2,4,9,Need Attention,1,0.0,15215.22,295,27535.14,10143.48,50.0,32851.880000000005,231954.94,0.04163044,10,295.0,10143.48,120.0,150.0,54784.11,54489.11,41850.4,31706.92,47671.74,47551.74,38102.33,37952.33,No Offer (Low Risk),0.0,0.0,0.0,False
3003,30000.0,1,3,1,44,4,3,2,2,-2,-2,7221.0,6962.0,6700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,High School,Married,Male,1,CC-3003,3480.5,41766.0,0.0,0.2407,0.116,0.1247,0.0,4,4,120,49,Standard,1,2,2,5,Dormant / Lost,0,10.0,730.91,0,1299.78,626.49,130.0,1274.2,1504.78,0.7467686,1,50.0,626.49,120.0,150.0,1706.66,1656.66,1225.05,598.56,1480.91,1360.91,0.0,-150.0,No Offer (Budget Exceeded),1656.66,50.0,1706.66,False
3004,50000.0,1,1,1,41,2,0,0,0,0,0,39159.0,40194.0,41209.0,42125.0,43443.0,44476.0,1669.0,1684.0,1600.0,2000.0,1753.0,1696.0,1,Graduate School,Married,Male,1,CC-3004,41767.67,501212.04,1733.67,0.7832,0.8354,-0.0522,0.0415,2,1,60,120,Standard,1,2,4,7,At-Risk High Value,1,3.5,8771.21,0,7048.8,7518.18,70.0,8231.829999999998,10291.55,0.69986314,1,50.0,7518.18,120.0,150.0,13237.17,13187.17,8591.64,1073.46,10604.47,10484.47,0.0,-150.0,No Offer (Budget Exceeded),13187.17,50.0,13237.17,False
3005,220000.0,1,1,2,37,2,2,0,0,0,0,185955.0,181587.0,186054.0,188465.0,192758.0,196493.0,0.0,9000.0,7000.0,7500.0,7100.0,7500.0,0,Graduate School,Single,Male,0,CC-3005,188552.0,2262624.0,6350.0,0.8452,0.8571,-0.0119,0.0337,2,2,60,120,Platinum,1,2,5,8,At-Risk High Value,1,5.0,50909.04,295,33469.92,33939.36,90.0,50644.59999999999,62705.76,0.7076547,1,295.0,33939.36,120.0,150.0,78896.18,78601.18,52480.88,18541.52,64793.46,64673.46,45513.72,45363.72,Fee Waiver,78601.18,295.0,78896.18,True
3006,270000.0,2,1,2,27,0,0,0,0,0,-1,11306.0,11263.0,13021.0,4144.0,2291.0,36491.0,1500.0,2000.0,2000.0,1000.0,37500.0,1000.0,0,Graduate School,Single,Female,0,CC-3006,13086.0,157032.0,7500.0,0.0419,0.0485,-0.0066,0.5731,0,0,8,120,Platinum,4,2,2,8,Need Attention,0,0.0,3533.22,295,2036.34,2355.48,50.0,3459.0799999999995,20929.87,0.06527001,9,295.0,2355.48,120.0,150.0,7228.33,6933.33,5409.05,3053.57,0.0,-120.0,4895.64,4745.64,No Offer (Low Risk),0.0,0.0,0.0,False
3007,160000.0,1,1,1,44,0,0,0,0,0,0,156400.0,157923.0,158746.0,153208.0,154163.0,155344.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0,0,Graduate School,Married,Male,0,CC-3007,155964.0,1871568.0,6335.0,0.9775,0.9748,0.0027,0.0406,0,0,1,120,Platinum,5,2,5,12,Loyal High Spenders,1,0.0,42110.28,295,28152.0,28073.52,50.0,42433.76,205297.85,0.10669364,7,295.0,28073.52,120.0,150.0,103664.6,103369.6,75324.68,47251.16,87730.05,87610.05,67621.95,67471.95,No Offer (Low Risk),0.0,0.0,0.0,False
3008,10000.0,2,2,1,24,1,2,2,2,2,2,3892.0,3686.0,5064.0,4837.0,5208.0,5475.0,0.0,1600.0,0.0,600.0,500.0,0.0,0,University,Married,Female,0,CC-3008,4693.67,56324.04,450.0,0.3892,0.4694,-0.0802,0.0959,2,6,30,64,Standard,2,2,2,6,Dormant / Lost,0,11.0,985.67,0,700.56,844.86,170.0,671.37,903.82,0.64281726,1,50.0,844.86,120.0,150.0,1162.03,1112.03,739.47,-105.39,910.78,790.78,0.0,-150.0,No Offer (Budget Exceeded),1112.03,50.0,1162.03,False
3009,20000.0,1,2,2,25,0,0,0,0,0,0,15006.0,16166.0,17160.0,16760.0,16760.0,0.0,1406.0,1400.0,0.0,0.0,0.0,0.0,0,University,Single,Male,0,CC-3009,13642.0,163704.0,467.67,0.7503,0.6821,0.0682,0.0343,0,0,5,120,Standard,4,2,2,8,Need Attention,1,0.0,2864.82,0,2701.08,2455.56,50.0,3060.34,10604.92,0.18857725,4,50.0,2455.56,120.0,150.0,0.0,-50.0,5458.41,3002.85,6472.63,6352.63,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
3010,30000.0,1,3,2,25,2,2,2,0,0,2,22440.0,24168.0,23481.0,23950.0,25659.0,25098.0,2390.0,0.0,859.0,2097.0,0.0,1092.0,1,High School,Single,Male,1,CC-3010,24132.67,289592.04,1073.0,0.748,0.8044,-0.0564,0.0445,2,4,60,120,Standard,1,2,3,6,Dormant / Lost,0,8.0,5067.86,0,4039.2,4343.88,130.0,4633.179999999999,6270.25,0.6389143,1,50.0,4343.88,120.0,150.0,8046.48,7996.48,5122.47,778.59,6308.15,6188.15,0.0,-150.0,No Offer (Budget Exceeded),7996.48,50.0,8046.48,False
3011,210000.0,2,2,2,32,0,0,0,2,0,0,85965.0,88586.0,94412.0,92195.0,92491.0,94369.0,4000.0,7500.0,0.0,3000.0,5000.0,5000.0,0,University,Single,Female,0,CC-3011,91336.33,1096035.96,4083.33,0.4094,0.4349,-0.0255,0.0447,2,1,1,120,Platinum,5,2,5,12,Loyal High Spenders,0,3.5,24660.81,295,15475.32,16440.54,70.0,23920.590000000004,103632.55,0.13082121,6,295.0,16440.54,120.0,150.0,60446.01,60151.01,43305.08,26864.54,50748.71,50628.71,38729.01,38579.01,No Offer (Low Risk),0.0,0.0,0.0,False
3012,250000.0,2,2,1,50,0,0,2,0,0,0,116256.0,122392.0,118668.0,95735.0,96509.0,97089.0,11500.0,0.0,3543.0,3700.0,3547.0,3165.0,0,University,Married,Female,0,CC-3012,107774.83,1293297.96,4242.5,0.465,0.4311,0.0339,0.0394,2,1,7,120,Platinum,4,2,5,11,Loyal High Spenders,0,3.5,29099.2,295,20925.0,19399.47,70.0,30849.73,134039.51,0.13015401,6,295.0,19399.47,120.0,150.0,77907.61,77612.61,55835.45,36435.98,65422.51,65302.51,49940.18,49790.18,No Offer (Low Risk),0.0,0.0,0.0,False
3013,50000.0,1,2,2,28,0,0,0,0,0,0,23244.0,24364.0,25454.0,26030.0,26609.0,27662.0,1500.0,1500.0,1000.0,1000.0,1500.0,1100.0,0,University,Single,Male,0,CC-3013,25560.5,306726.0,1266.67,0.4649,0.5112,-0.0463,0.0496,0,0,14,120,Standard,2,2,3,7,Dormant / Lost,0,0.0,5367.71,0,4184.1,4600.89,50.0,4900.920000000001,20067.14,0.14422609,6,50.0,4600.89,120.0,150.0,0.0,-50.0,8893.22,4292.33,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
3014,180000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,584.0,1133.0,572.0,803.0,916.0,1189.0,1133.0,572.0,803.0,916.0,1189.0,375.0,0,Graduate School,Single,Female,0,CC-3014,866.17,10394.04,831.33,0.0032,0.0048,-0.0016,0.9596,-2,0,6,16,Platinum,4,1,1,6,Need Attention,0,0.0,233.87,295,0.0,155.91,50.0,322.96000000000004,1530.81,0.11097273,7,295.0,155.91,120.0,150.0,795.31,500.31,0.0,-155.91,0.0,-120.0,517.05,367.05,No Offer (Low Risk),0.0,0.0,0.0,False
3015,200000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,7429.0,24325.0,40258.0,15103.0,14079.0,20878.0,24325.0,40265.0,15159.0,14079.0,20878.0,26716.0,0,Graduate School,Single,Male,0,CC-3015,20345.33,244143.96,23570.33,0.0371,0.1017,-0.0646,1.1585,-1,0,5,120,Platinum,4,2,3,9,Need Attention,0,0.0,5493.24,295,0.0,3662.16,50.0,2076.08,14266.86,0.045517623,10,295.0,3662.16,120.0,150.0,3641.0,3346.0,2771.35,-890.81,0.0,-120.0,2520.51,2370.51,No Offer (Low Risk),0.0,0.0,0.0,False
3016,350000.0,1,1,1,38,-2,-2,-1,0,0,-2,16459.0,4120.0,44164.0,35233.0,884.0,9924.0,941.0,44743.0,0.0,884.0,9924.0,10824.0,1,Graduate School,Married,Male,1,CC-3016,18464.0,221568.0,11219.33,0.047,0.0528,-0.0058,0.6076,0,0,3,120,Black,5,2,3,10,Loyal High Spenders,0,0.0,5539.2,495,2961.0,3323.52,50.0,5621.68,16996.8,0.23074934,4,495.0,3323.52,120.0,150.0,14103.05,13608.05,9676.61,6353.09,0.0,-120.0,8557.49,8407.49,No Offer (Budget Exceeded),13608.05,495.0,14103.05,False
3017,20000.0,1,1,2,22,0,0,0,0,0,0,18093.0,18543.0,18911.0,19000.0,19397.0,19941.0,1300.0,1611.0,700.0,704.0,867.0,597.0,0,Graduate School,Single,Male,0,CC-3017,18980.83,227769.96,963.17,0.9046,0.949,-0.0444,0.0507,0,0,13,120,Standard,2,3,3,8,Dormant / Lost,1,0.0,3985.97,0,3256.56,3416.55,50.0,3775.98,13678.75,0.1760471,5,50.0,3416.55,120.0,150.0,0.0,-50.0,6786.97,3370.42,8029.79,7909.79,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
3018,30000.0,1,3,2,36,0,0,0,-2,-2,-2,30328.0,29999.0,0.0,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,1,High School,Single,Male,1,CC-3018,10054.5,120654.0,294.67,1.0109,0.3351,0.6758,0.0293,0,0,9,120,Standard,3,3,2,8,Need Attention,1,0.0,2111.45,0,5458.86,1809.81,50.0,5710.5,16736.77,0.24119495,3,50.0,1809.81,120.0,150.0,0.0,-50.0,9728.48,7918.67,11631.08,11511.08,0.0,-150.0,No Offer (Budget Exceeded),11511.08,120.0,11631.08,False
3019,20000.0,1,1,1,34,2,0,0,2,2,2,6099.0,7559.0,8989.0,8436.0,12016.0,11404.0,2000.0,2000.0,0.0,4000.0,0.0,4000.0,0,Graduate School,Married,Male,0,CC-3019,9083.83,109005.96,2000.0,0.3049,0.4542,-0.1493,0.2202,2,4,60,119,Standard,1,2,2,5,Dormant / Lost,0,8.0,1907.6,0,1097.64,1635.09,130.0,1240.15,1358.78,0.81269157,1,50.0,1635.09,120.0,150.0,1321.51,1271.51,969.3,-665.79,1158.31,1038.31,0.0,-150.0,No Offer (Budget Exceeded),1271.51,50.0,1321.51,False
3020,140000.0,2,3,2,59,2,0,0,0,0,0,62042.0,63445.0,63729.0,63751.0,65421.0,68070.0,3000.0,2000.0,2000.0,2000.0,3000.0,3000.0,1,High School,Single,Female,1,CC-3020,64409.67,772916.04,2500.0,0.4432,0.4601,-0.0169,0.0388,2,1,60,120,Gold,1,3,4,8,At-Risk High Value,0,3.5,15458.32,95,11168.64,11593.74,70.0,15058.22,19512.33,0.67172843,1,95.0,11593.74,120.0,150.0,25423.5,25328.5,16134.36,4540.62,19894.1,19774.1,0.0,-150.0,Fee Waiver,25328.5,95.0,25423.5,True
3021,30000.0,1,3,1,44,2,2,2,0,0,0,18659.0,22544.0,21889.0,22721.0,23401.0,25000.0,4500.0,0.0,1500.0,1200.0,2000.0,3000.0,1,High School,Married,Male,1,CC-3021,22369.0,268428.0,2033.33,0.622,0.7456,-0.1236,0.0909,2,3,60,120,Standard,1,3,3,7,Dormant / Lost,0,6.5,4697.49,0,3358.8,4026.42,110.0,3919.87,4733.39,0.7281323,1,50.0,4026.42,120.0,150.0,5633.01,5583.01,3987.06,-39.36,4871.02,4751.02,0.0,-150.0,No Offer (Budget Exceeded),5583.01,50.0,5633.01,False
3022,180000.0,2,1,2,30,0,0,-1,0,0,-2,15743.0,9814.0,9161.0,8252.0,0.0,0.0,1205.0,9402.0,0.0,0.0,0.0,0.0,0,Graduate School,Single,Female,0,CC-3022,7161.67,85940.04000000001,1767.83,0.0875,0.0398,0.0477,0.2468,0,0,9,95,Platinum,3,2,2,7,Need Attention,0,0.0,1933.65,295,2835.0,1289.1,50.0,3724.55,22809.03,0.06329276,9,295.0,1289.1,120.0,150.0,7681.96,7386.96,5757.73,4468.63,0.0,-120.0,5213.59,5063.59,No Offer (Low Risk),0.0,0.0,0.0,False
3023,20000.0,2,2,2,25,0,0,0,0,0,3,8011.0,9041.0,10903.0,11622.0,13280.0,12778.0,1320.0,2181.0,900.0,2000.0,0.0,0.0,0,University,Single,Female,0,CC-3023,10939.17,131270.04,1066.83,0.4005,0.547,-0.1465,0.0975,3,1,13,120,Standard,2,3,2,7,Dormant / Lost,0,4.5,2297.23,0,1441.8,1969.05,70.0,1699.9799999999998,3841.63,0.34251562,2,50.0,1969.05,120.0,150.0,3889.76,3839.76,2587.77,618.72,3129.6,3009.6,0.0,-150.0,No Offer (Budget Exceeded),3839.76,50.0,3889.76,False
3024,100000.0,2,3,1,36,2,2,2,2,2,2,53530.0,55081.0,55581.0,59253.0,61145.0,62181.0,3000.0,2000.0,4600.0,3000.0,2200.0,2500.0,1,High School,Married,Female,1,CC-3024,57795.17,693542.04,2883.33,0.5353,0.578,-0.0427,0.0499,2,6,60,120,Gold,1,3,4,8,At-Risk High Value,0,11.0,13870.84,95,9635.4,10403.13,170.0,13028.11,14939.13,0.7720797,1,95.0,10403.13,120.0,150.0,15927.34,15832.34,11536.48,1133.35,13879.04,13759.04,0.0,-150.0,No Offer (Budget Exceeded),15832.34,95.0,15927.34,False
3025,100000.0,2,3,1,36,0,0,2,0,0,2,101972.0,115335.0,112016.0,112906.0,120101.0,138819.0,16608.0,0.0,4233.0,9200.0,21000.0,4000.0,1,High School,Married,Female,1,CC-3025,116858.17,1402298.04,9173.5,1.0197,1.1686,-0.1489,0.0785,2,2,12,120,Gold,2,3,5,10,At-Risk High Value,1,5.0,28045.96,95,18354.6,21034.47,90.0,25371.09,61048.44,0.3155895,3,95.0,21034.47,120.0,150.0,59504.32,59409.32,39837.48,18803.01,48052.2,47932.2,0.0,-150.0,Fee Waiver,59409.32,95.0,59504.32,True
3026,20000.0,1,2,1,45,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19409.0,0,University,Married,Male,0,CC-3026,0.0,0.0,3234.83,0.0,0.0,0.0,2.0,-2,0,13,5,Standard,2,1,1,4,Dormant / Lost,0,0.0,0.0,0,0.0,0.0,50.0,-50.0,-163.36,0.20606415,4,50.0,0.0,120.0,150.0,0.0,-50.0,0.0,0.0,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
3027,350000.0,1,1,1,31,0,0,0,2,0,0,18685.0,21057.0,23291.0,22812.0,27418.0,20203.0,3000.0,3000.0,0.0,5000.0,5000.0,5000.0,1,Graduate School,Married,Male,1,CC-3027,22244.33,266931.96,3500.0,0.0534,0.0636,-0.0102,0.1573,2,1,10,120,Black,3,3,3,9,Need Attention,0,3.5,6673.3,495,3364.2,4003.98,70.0,6458.52,21450.19,0.2010939,4,495.0,4003.98,120.0,150.0,16455.74,15960.74,11413.41,7409.43,13563.04,13443.04,10121.19,9971.19,No Offer (Budget Exceeded),15960.74,495.0,16455.74,False
3028,80000.0,2,2,1,32,0,0,0,0,0,0,80237.0,69568.0,64469.0,54020.0,55852.0,44286.0,3000.0,2500.0,2000.0,3000.0,2000.0,1500.0,0,University,Married,Female,0,CC-3028,61405.33,736863.96,2333.33,1.003,0.7676,0.2354,0.038,0,0,1,120,Gold,5,3,4,12,Loyal High Spenders,1,0.0,14737.28,95,14443.2,11052.96,50.0,18172.520000000004,74237.94,0.14478752,6,95.0,11052.96,120.0,150.0,46368.96,46273.96,32975.83,21922.87,38767.69,38647.69,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
3029,120000.0,2,3,1,49,0,0,0,0,0,0,44244.0,44075.0,44823.0,44683.0,45537.0,50293.0,2000.0,3000.0,2000.0,3000.0,7000.0,3000.0,0,High School,Married,Female,0,CC-3029,45609.17,547310.04,3333.33,0.3687,0.3801,-0.0114,0.0731,0,0,4,120,Gold,5,3,4,12,Loyal High Spenders,0,0.0,10946.2,95,7963.92,8209.65,50.0,10745.470000000005,64948.48,0.065446064,9,95.0,8209.65,120.0,150.0,22479.8,22384.8,16819.53,8609.88,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
3030,210000.0,2,2,2,30,-1,0,0,0,0,0,1654.0,33257.0,34395.0,35321.0,36249.0,37047.0,32000.0,2000.0,1500.0,1500.0,1400.0,1600.0,0,University,Single,Female,0,CC-3030,29653.83,355845.96,6666.67,0.0079,0.1412,-0.1333,0.2248,0,0,7,120,Platinum,4,3,3,10,Loyal High Spenders,0,0.0,8006.53,295,298.62,5337.69,50.0,3212.46,17623.43,0.08228348,8,295.0,5337.69,120.0,150.0,7318.18,7023.18,5405.61,67.92,0.0,-120.0,4874.77,4724.77,No Offer (Low Risk),0.0,0.0,0.0,False
3031,120000.0,1,1,1,37,-1,-1,-1,-1,-1,-1,32050.0,3872.0,52150.0,2740.0,4626.0,802.0,3872.0,52150.0,2740.0,4626.0,802.0,0.0,0,Graduate School,Married,Male,0,CC-3031,16040.0,192480.0,10698.33,0.2671,0.1337,0.1334,0.667,-1,0,10,120,Gold,3,3,3,9,Need Attention,0,0.0,3849.6,95,5769.36,2887.2,50.0,6776.759999999999,38156.95,0.077602245,8,95.0,2887.2,120.0,150.0,15135.89,15040.89,11218.68,8331.48,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
3032,20000.0,1,2,2,22,0,0,2,0,0,0,8134.0,9992.0,10526.0,11049.0,11865.0,12665.0,2000.0,1000.0,1000.0,1000.0,1000.0,8100.0,0,University,Single,Male,0,CC-3032,10705.17,128462.04,2350.0,0.4067,0.5353,-0.1286,0.2195,2,1,5,120,Standard,4,3,2,9,Need Attention,0,3.5,2248.09,0,1464.12,1926.93,70.0,1715.28,4122.6,0.31606752,3,50.0,1926.93,120.0,150.0,4021.22,3971.22,2691.84,764.91,3247.08,3127.08,0.0,-150.0,No Offer (Budget Exceeded),3971.22,50.0,4021.22,False
3033,200000.0,1,3,2,25,-2,-2,-2,-2,-1,-1,848.0,753.0,547.0,-2.0,2040.0,0.0,753.0,547.0,2.0,2042.0,0.0,0.0,0,High School,Single,Male,0,CC-3033,698.0,8376.0,557.33,0.0042,0.0035,0.0007,0.7983,-1,0,1,14,Platinum,5,1,1,7,Need Attention,0,0.0,188.46,295,151.2,125.64,50.0,459.0200000000001,2190.34,0.10956592,7,295.0,125.64,120.0,150.0,1127.53,832.53,0.0,-125.64,0.0,-120.0,733.84,583.84,No Offer (Low Risk),0.0,0.0,0.0,False
3034,50000.0,2,2,2,54,-1,4,3,2,3,2,1126.0,1113.0,1092.0,1415.0,1115.0,569.0,0.0,0.0,323.0,0.0,0.0,1188.0,0,University,Single,Female,0,CC-3034,1071.67,12860.04,251.83,0.0225,0.0214,0.0011,0.235,4,5,8,18,Standard,4,1,1,6,Need Attention,0,11.5,225.05,0,202.5,192.9,150.0,84.65000000000003,158.17,0.43518522,2,50.0,192.9,120.0,150.0,177.32,127.32,0.0,-192.9,141.18,21.18,0.0,-150.0,No Offer (Budget Exceeded),127.32,50.0,177.32,False
3035,170000.0,1,2,1,37,-2,-2,-2,-2,-2,-2,5635.0,6321.0,102108.0,2120.0,2873.0,0.0,6321.0,102108.0,2120.0,2873.0,0.0,870.0,0,University,Married,Male,0,CC-3035,19842.83,238113.96,19048.67,0.0331,0.1167,-0.0836,0.96,-2,0,12,120,Platinum,2,3,3,8,Dormant / Lost,0,0.0,5357.56,295,0.0,3571.71,50.0,2030.8500000000004,13198.39,0.053871028,9,295.0,3571.71,120.0,150.0,3888.42,3593.42,2937.64,-634.07,0.0,-120.0,2666.02,2516.02,No Offer (Low Risk),0.0,0.0,0.0,False
3036,450000.0,1,1,1,37,1,-1,-1,-2,-2,-2,0.0,245.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0,Graduate School,Married,Male,0,CC-3036,40.83,489.96,40.83,0.0,0.0001,-0.0001,0.9959,1,1,30,6,Black,2,1,1,4,Dormant / Lost,0,2.5,12.25,495,0.0,7.35,70.0,429.9,1090.93,0.29406756,3,495.0,7.35,120.0,150.0,1027.6,532.6,0.0,-7.35,832.49,712.49,608.85,458.85,No Offer (Budget Exceeded),712.49,120.0,832.49,False
