customer_id,card_tier,LIMIT_BAL,avg_monthly_spend,predicted_churn_prob,rfm_segment,baseline_ltv,recommended_offer,offer_cost,expected_net_roi,roi_density
CC-8222,Standard,10000.0,10037.83,0.7399674,Dormant / Lost,1926.4,No Offer (Budget Exceeded),50.0,2172.95,43.459
CC-8223,Gold,120000.0,3613.5,0.17284103,Need Attention,959.57,No Offer (Low Risk),0.0,0.0,0.0
CC-8224,Standard,30000.0,28951.5,0.61683255,Dormant / Lost,8676.41,Fee Waiver,50.0,10962.42,219.2484
CC-8225,Standard,30000.0,28806.33,0.48213682,Dormant / Lost,9896.35,Fee Waiver,50.0,11490.21,229.8042
CC-8226,Standard,20000.0,18653.83,0.52654296,Dormant / Lost,5784.46,No Offer (Budget Exceeded),50.0,6913.83,138.2766
CC-8227,Standard,10000.0,6166.33,0.3439138,Need Attention,2856.52,No Offer (Budget Exceeded),50.0,2847.67,56.9534
CC-8228,Gold,110000.0,76667.83,0.18203735,Loyal High Spenders,89242.61,No Offer (Low Risk),0.0,0.0,0.0
CC-8229,Platinum,280000.0,12401.83,0.12273369,Dormant / Lost,6111.15,No Offer (Low Risk),0.0,0.0,0.0
CC-8230,Black,500000.0,577585.0,0.13146985,Loyal High Spenders,753127.03,No Offer (Low Risk),0.0,0.0,0.0
CC-8231,Standard,50000.0,31307.33,0.73727024,Dormant / Lost,8058.59,Fee Waiver,50.0,9313.92,186.2784
CC-8232,Platinum,230000.0,4328.33,0.10725423,Need Attention,7576.15,No Offer (Low Risk),0.0,0.0,0.0
CC-8233,Standard,50000.0,493.0,0.31010294,Need Attention,-85.86,No Offer (Low Risk),0.0,0.0,0.0
CC-8234,Gold,120000.0,38685.33,0.1503693,Loyal High Spenders,20387.64,No Offer (Low Risk),0.0,0.0,0.0
CC-8235,Standard,30000.0,26363.17,0.16088419,Loyal High Spenders,20986.63,No Offer (Low Risk),0.0,0.0,0.0
CC-8236,Black,330000.0,239501.17,0.20362136,At-Risk High Value,229436.69,Fee Waiver,495.0,176811.5,357.1949
CC-8237,Black,360000.0,7929.83,0.09702172,Need Attention,7088.46,No Offer (Low Risk),0.0,0.0,0.0
CC-8238,Standard,40000.0,9050.33,0.36640698,Need Attention,2930.12,No Offer (Budget Exceeded),50.0,3007.5,60.15
CC-8239,Gold,110000.0,89744.17,0.6919971,At-Risk High Value,30995.48,Fee Waiver,95.0,40646.52,427.8581
CC-8240,Standard,40000.0,3845.83,0.095997386,Dormant / Lost,7640.15,No Offer (Low Risk),0.0,0.0,0.0
CC-8241,Standard,70000.0,29898.83,0.30235994,Dormant / Lost,21013.92,Fee Waiver,50.0,20015.25,400.3049
CC-8242,Gold,100000.0,88216.33,0.6750029,At-Risk High Value,31862.05,Fee Waiver,95.0,41479.7,436.6284
CC-8243,Platinum,210000.0,0.0,0.3982479,Dormant / Lost,451.58,No Offer (Budget Exceeded),120.0,270.28,2.2523
CC-8244,Black,360000.0,771.0,0.22733347,Need Attention,1581.02,No Offer (Budget Exceeded),120.0,946.41,7.8867
CC-8245,Platinum,260000.0,136559.67,0.058053344,Loyal High Spenders,251198.54,No Offer (Low Risk),0.0,0.0,0.0
CC-8246,Platinum,200000.0,351.67,0.12377383,Need Attention,1638.48,No Offer (Low Risk),0.0,0.0,0.0
CC-8247,Platinum,160000.0,8146.0,0.18085505,Need Attention,3585.27,No Offer (Low Risk),0.0,0.0,0.0
CC-8248,Black,420000.0,183621.17,0.052553646,Champions / Whales,213710.92,No Offer (Low Risk),0.0,0.0,0.0
CC-8249,Gold,140000.0,88166.5,0.3761311,At-Risk High Value,43919.48,Fee Waiver,95.0,46258.78,486.9345
CC-8250,Platinum,180000.0,122914.0,0.103282996,Champions / Whales,180930.73,No Offer (Low Risk),0.0,0.0,0.0
CC-8251,Platinum,150000.0,106725.83,0.65475637,At-Risk High Value,49722.69,Fee Waiver,295.0,63993.67,216.9277
CC-8252,Standard,30000.0,25083.17,0.31632715,Loyal High Spenders,11240.15,Fee Waiver,50.0,10918.0,218.36
CC-8253,Black,500000.0,16706.5,0.06451813,Need Attention,23643.47,No Offer (Low Risk),0.0,0.0,0.0
CC-8254,Platinum,240000.0,158742.17,0.2256039,Loyal High Spenders,176126.02,Fee Waiver,295.0,144024.23,488.2177
CC-8255,Standard,30000.0,13756.5,0.22770694,Loyal High Spenders,2665.52,No Offer (Budget Exceeded),50.0,2145.48,42.9096
CC-8256,Gold,80000.0,48744.5,0.19269854,Loyal High Spenders,39541.81,No Offer (Low Risk),0.0,0.0,0.0
CC-8257,Gold,80000.0,0.0,0.26288474,Need Attention,124.01,No Offer (Budget Exceeded),95.0,15.36,0.1617
CC-8258,Black,310000.0,46222.5,0.07500454,At-Risk High Value,205408.73,No Offer (Low Risk),0.0,0.0,0.0
CC-8259,Platinum,180000.0,107698.5,0.044645347,Champions / Whales,185675.8,No Offer (Low Risk),0.0,0.0,0.0
CC-8260,Standard,60000.0,35890.33,0.17310719,At-Risk High Value,45748.15,No Offer (Low Risk),0.0,0.0,0.0
CC-8261,Platinum,170000.0,161.33,0.15579699,Need Attention,1014.55,No Offer (Low Risk),0.0,0.0,0.0
CC-8262,Platinum,180000.0,133415.67,0.068824105,Champions / Whales,257581.76,No Offer (Low Risk),0.0,0.0,0.0
CC-8263,Platinum,180000.0,174419.67,0.16625786,Loyal High Spenders,182123.49,No Offer (Low Risk),0.0,0.0,0.0
CC-8264,Black,350000.0,2488.5,0.13258445,Need Attention,4009.81,No Offer (Low Risk),0.0,0.0,0.0
CC-8265,Black,360000.0,7890.5,0.074270606,Need Attention,28995.48,No Offer (Low Risk),0.0,0.0,0.0
CC-8266,Gold,140000.0,115740.0,0.24709383,Loyal High Spenders,89574.28,Fee Waiver,95.0,77052.12,811.0749
CC-8267,Black,310000.0,82208.83,0.025039427,Champions / Whales,252479.24,No Offer (Low Risk),0.0,0.0,0.0
CC-8268,Standard,30000.0,25050.67,0.25252476,Loyal High Spenders,13585.71,Fee Waiver,50.0,11787.4,235.748
CC-8269,Platinum,200000.0,4772.67,0.27459234,Need Attention,4390.21,No Offer (Budget Exceeded),295.0,3700.71,12.5448
CC-8270,Gold,120000.0,842.0,0.76585704,Dormant / Lost,126.39,No Offer (Budget Exceeded),95.0,41.77,0.4397
CC-8271,Platinum,260000.0,33559.67,0.042009756,Loyal High Spenders,50215.21,No Offer (Low Risk),0.0,0.0,0.0
CC-8272,Standard,60000.0,31750.67,0.09074598,Loyal High Spenders,34117.21,No Offer (Low Risk),0.0,0.0,0.0
CC-8273,Standard,50000.0,12736.67,0.15688673,Need Attention,8884.85,No Offer (Low Risk),0.0,0.0,0.0
CC-8274,Gold,80000.0,42847.67,0.18015751,Loyal High Spenders,40064.39,No Offer (Low Risk),0.0,0.0,0.0
CC-8275,Standard,60000.0,45823.0,0.3179156,At-Risk High Value,29805.56,Fee Waiver,50.0,29103.03,582.0605
CC-8276,Platinum,200000.0,113122.5,0.38038275,At-Risk High Value,60535.1,Fee Waiver,295.0,63905.13,216.6276
CC-8277,Gold,140000.0,0.0,0.34260297,Dormant / Lost,56.48,No Offer (Low Risk),0.0,0.0,0.0
CC-8278,Standard,30000.0,23352.17,0.14772275,Need Attention,21756.62,No Offer (Low Risk),0.0,0.0,0.0
CC-8279,Gold,110000.0,48666.5,0.3304057,Loyal High Spenders,25012.19,Fee Waiver,95.0,24815.32,261.2139
CC-8280,Gold,90000.0,4655.17,0.10430794,Need Attention,1587.36,No Offer (Low Risk),0.0,0.0,0.0
CC-8281,Standard,40000.0,116.17,0.24480528,Dormant / Lost,-192.89,No Offer (Low Risk),0.0,0.0,0.0
CC-8282,Gold,110000.0,1976.83,0.13153563,Need Attention,3237.9,No Offer (Low Risk),0.0,0.0,0.0
CC-8283,Black,640000.0,54475.83,0.03782276,Loyal High Spenders,203120.15,No Offer (Low Risk),0.0,0.0,0.0
CC-8284,Standard,20000.0,9084.17,0.15411068,Need Attention,7925.25,No Offer (Low Risk),0.0,0.0,0.0
CC-8285,Standard,50000.0,27137.5,0.15674235,Dormant / Lost,34262.48,No Offer (Low Risk),0.0,0.0,0.0
CC-8286,Standard,30000.0,23071.67,0.26374793,Loyal High Spenders,16762.13,Fee Waiver,50.0,14892.59,297.8517
CC-8287,Gold,140000.0,129099.83,0.08609291,Loyal High Spenders,173896.95,No Offer (Low Risk),0.0,0.0,0.0
CC-8288,Standard,70000.0,17561.33,0.1097288,Dormant / Lost,2178.24,No Offer (Low Risk),0.0,0.0,0.0
CC-8289,Gold,80000.0,22238.83,0.063682854,Loyal High Spenders,34740.17,No Offer (Low Risk),0.0,0.0,0.0
CC-8290,Gold,100000.0,517.5,0.12005979,Need Attention,345.59,No Offer (Low Risk),0.0,0.0,0.0
CC-8291,Platinum,180000.0,32779.0,0.04657127,Loyal High Spenders,103124.37,No Offer (Low Risk),0.0,0.0,0.0
CC-8292,Standard,50000.0,32298.83,0.18555357,Loyal High Spenders,33708.42,No Offer (Low Risk),0.0,0.0,0.0
CC-8293,Platinum,170000.0,461.67,0.18030882,Need Attention,1327.93,No Offer (Low Risk),0.0,0.0,0.0
CC-8294,Standard,50000.0,46065.67,0.74787366,At-Risk High Value,10410.6,Fee Waiver,50.0,11724.51,234.4902
CC-8295,Gold,140000.0,113910.17,0.17727754,Loyal High Spenders,112868.46,No Offer (Low Risk),0.0,0.0,0.0
CC-8296,Gold,100000.0,77772.67,0.7600322,At-Risk High Value,20910.1,Fee Waiver,95.0,22853.31,240.5611
CC-8297,Standard,10000.0,9478.67,0.26758045,Loyal High Spenders,4845.47,No Offer (Budget Exceeded),120.0,3420.76,28.5063
CC-8298,Standard,50000.0,0.0,0.3333403,Dormant / Lost,-161.54,No Offer (Low Risk),0.0,0.0,0.0
CC-8299,Standard,30000.0,27884.67,0.33817554,Loyal High Spenders,12694.14,Fee Waiver,50.0,12728.58,254.5715
CC-8300,Gold,80000.0,27899.0,0.10547318,Need Attention,31268.61,No Offer (Low Risk),0.0,0.0,0.0
CC-8301,Platinum,290000.0,232144.33,0.09253531,Loyal High Spenders,356397.54,No Offer (Low Risk),0.0,0.0,0.0
CC-8302,Gold,110000.0,7407.17,0.13416514,Need Attention,8304.95,No Offer (Low Risk),0.0,0.0,0.0
CC-8303,Standard,30000.0,22667.83,0.5046217,Dormant / Lost,7733.12,Fee Waiver,50.0,9119.68,182.3936
CC-8304,Standard,70000.0,33092.83,0.054483928,At-Risk High Value,56671.14,No Offer (Low Risk),0.0,0.0,0.0
CC-8305,Black,300000.0,220069.33,0.09395646,Loyal High Spenders,396149.32,No Offer (Low Risk),0.0,0.0,0.0
CC-8306,Standard,30000.0,27489.5,0.33089015,Need Attention,11953.93,Fee Waiver,50.0,11863.33,237.2666
CC-8307,Platinum,200000.0,566.83,0.149803,Need Attention,1184.97,No Offer (Low Risk),0.0,0.0,0.0
CC-8308,Gold,130000.0,84081.83,0.10045472,Champions / Whales,98666.12,No Offer (Low Risk),0.0,0.0,0.0
CC-8309,Gold,80000.0,0.0,0.22141428,Dormant / Lost,140.01,No Offer (Budget Exceeded),95.0,18.52,0.1949
CC-8310,Standard,50000.0,45366.5,0.12728786,Loyal High Spenders,59279.85,No Offer (Low Risk),0.0,0.0,0.0
CC-8311,Black,310000.0,26691.17,0.04438776,Dormant / Lost,66886.56,No Offer (Low Risk),0.0,0.0,0.0
CC-8312,Platinum,160000.0,2921.33,0.06798876,Need Attention,15504.37,No Offer (Low Risk),0.0,0.0,0.0
CC-8313,Platinum,240000.0,194857.17,0.08515709,Loyal High Spenders,317361.17,No Offer (Low Risk),0.0,0.0,0.0
CC-8314,Gold,100000.0,12522.0,0.058345515,Loyal High Spenders,29173.67,No Offer (Low Risk),0.0,0.0,0.0
CC-8315,Platinum,200000.0,88877.33,0.020138284,Loyal High Spenders,216590.08,No Offer (Low Risk),0.0,0.0,0.0
CC-8316,Standard,50000.0,31968.17,0.1105259,Loyal High Spenders,43801.97,No Offer (Low Risk),0.0,0.0,0.0
CC-8317,Black,320000.0,191208.17,0.08849643,Loyal High Spenders,411145.29,No Offer (Low Risk),0.0,0.0,0.0
CC-8318,Standard,60000.0,38418.33,0.17739464,Loyal High Spenders,41600.19,No Offer (Low Risk),0.0,0.0,0.0
CC-8319,Standard,60000.0,25549.83,0.14751266,Dormant / Lost,45638.76,No Offer (Low Risk),0.0,0.0,0.0
CC-8320,Standard,50000.0,23368.17,0.15330757,Need Attention,35328.79,No Offer (Low Risk),0.0,0.0,0.0
CC-8321,Black,360000.0,0.0,0.37808487,Dormant / Lost,888.96,No Offer (Budget Exceeded),120.0,633.26,5.2772
CC-8322,Standard,60000.0,36650.17,0.12770706,Loyal High Spenders,52626.52,No Offer (Low Risk),0.0,0.0,0.0
CC-8323,Platinum,210000.0,67319.5,0.08134447,At-Risk High Value,36908.16,No Offer (Low Risk),0.0,0.0,0.0
CC-8324,Standard,20000.0,20508.67,0.72998697,Dormant / Lost,5001.84,No Offer (Budget Exceeded),50.0,5873.43,117.4686
CC-8325,Gold,100000.0,33539.17,0.060453452,Loyal High Spenders,24298.32,No Offer (Low Risk),0.0,0.0,0.0
CC-8326,Platinum,200000.0,14346.0,0.06994108,Need Attention,59371.99,No Offer (Low Risk),0.0,0.0,0.0
CC-8327,Platinum,180000.0,7665.83,0.09122834,Need Attention,4889.02,No Offer (Low Risk),0.0,0.0,0.0
CC-8328,Standard,70000.0,43234.67,0.11039442,At-Risk High Value,60951.81,No Offer (Low Risk),0.0,0.0,0.0
CC-8329,Platinum,170000.0,87957.17,0.06267979,Loyal High Spenders,142091.22,No Offer (Low Risk),0.0,0.0,0.0
CC-8330,Gold,80000.0,66362.17,0.10538726,Loyal High Spenders,80013.58,No Offer (Low Risk),0.0,0.0,0.0
CC-8331,Black,400000.0,13914.67,0.14067656,Loyal High Spenders,8786.73,No Offer (Low Risk),0.0,0.0,0.0
CC-8332,Gold,140000.0,75297.0,0.12758377,Loyal High Spenders,129504.05,No Offer (Low Risk),0.0,0.0,0.0
CC-8333,Standard,60000.0,9619.33,0.1295769,Need Attention,17396.09,No Offer (Low Risk),0.0,0.0,0.0
CC-8334,Black,360000.0,274253.33,0.077819414,Champions / Whales,525210.37,No Offer (Low Risk),0.0,0.0,0.0
CC-8335,Platinum,240000.0,45125.17,0.053213987,At-Risk High Value,85090.08,No Offer (Low Risk),0.0,0.0,0.0
CC-8336,Gold,80000.0,44094.83,0.26479736,At-Risk High Value,35391.4,Fee Waiver,95.0,31519.78,331.7871
CC-8337,Platinum,270000.0,119694.67,0.048647687,Champions / Whales,214803.88,No Offer (Low Risk),0.0,0.0,0.0
CC-8338,Standard,30000.0,24688.0,0.77554667,Dormant / Lost,4897.51,No Offer (Budget Exceeded),50.0,5128.94,102.5788
CC-8339,Black,480000.0,44473.67,0.24611929,Loyal High Spenders,16704.76,No Offer (Budget Exceeded),495.0,13861.73,28.0035
CC-8340,Platinum,160000.0,649.83,0.22442397,Need Attention,935.44,No Offer (Budget Exceeded),295.0,469.26,1.5907
CC-8341,Platinum,180000.0,56593.0,0.7404412,At-Risk High Value,17286.84,No Offer (Budget Exceeded),295.0,19628.81,66.5383
CC-8342,Black,300000.0,0.0,0.33751854,Dormant / Lost,971.39,No Offer (Budget Exceeded),120.0,666.57,5.5547
CC-8343,Platinum,200000.0,191918.17,0.08467162,Champions / Whales,281962.33,No Offer (Low Risk),0.0,0.0,0.0
CC-8344,Standard,50000.0,40077.67,0.14008544,Loyal High Spenders,32929.65,No Offer (Low Risk),0.0,0.0,0.0
CC-8345,Black,320000.0,13918.5,0.056521352,Loyal High Spenders,13513.94,No Offer (Low Risk),0.0,0.0,0.0
CC-8346,Standard,30000.0,26208.83,0.6611356,Dormant / Lost,7492.25,Fee Waiver,50.0,9665.54,193.3108
CC-8347,Black,500000.0,9068.67,0.07800408,Need Attention,8613.51,No Offer (Low Risk),0.0,0.0,0.0
CC-8348,Black,360000.0,19478.5,0.09909982,Loyal High Spenders,13874.55,No Offer (Low Risk),0.0,0.0,0.0
CC-8349,Standard,50000.0,15511.5,0.27546173,Need Attention,7702.38,No Offer (Budget Exceeded),50.0,6971.54,139.4308
CC-8350,Gold,80000.0,66274.5,0.27021375,Loyal High Spenders,40689.22,Fee Waiver,95.0,36634.38,385.625
CC-8351,Standard,10000.0,6682.0,0.38252684,Need Attention,2297.86,No Offer (Budget Exceeded),120.0,1835.86,15.2988
CC-8352,Platinum,280000.0,212054.83,0.098022,At-Risk High Value,336301.27,No Offer (Low Risk),0.0,0.0,0.0
CC-8353,Black,300000.0,3966.17,0.10106534,Need Attention,4580.3,No Offer (Low Risk),0.0,0.0,0.0
CC-8354,Platinum,280000.0,155925.5,0.13072887,Champions / Whales,243514.78,No Offer (Low Risk),0.0,0.0,0.0
CC-8355,Platinum,170000.0,128036.33,0.13610032,Champions / Whales,175510.27,No Offer (Low Risk),0.0,0.0,0.0
CC-8356,Platinum,260000.0,93889.67,0.03631639,Loyal High Spenders,180342.73,No Offer (Low Risk),0.0,0.0,0.0
CC-8357,Black,360000.0,922.83,0.19421968,Dormant / Lost,1820.88,No Offer (Low Risk),0.0,0.0,0.0
CC-8358,Black,360000.0,17941.5,0.055661354,Loyal High Spenders,27888.1,No Offer (Low Risk),0.0,0.0,0.0
CC-8359,Platinum,200000.0,176015.0,0.09087166,Loyal High Spenders,255478.21,No Offer (Low Risk),0.0,0.0,0.0
CC-8360,Standard,50000.0,23515.83,0.09524194,Dormant / Lost,23192.61,No Offer (Low Risk),0.0,0.0,0.0
CC-8361,Gold,130000.0,2283.83,0.24800083,Dormant / Lost,408.13,No Offer (Budget Exceeded),95.0,257.2,2.7074
CC-8362,Standard,20000.0,19750.67,0.25899908,Need Attention,11216.63,Fee Waiver,50.0,9854.62,197.0924
CC-8363,Standard,50000.0,12185.83,0.2516888,Dormant / Lost,12568.7,Fee Waiver,50.0,10881.99,217.6398
CC-8364,Platinum,190000.0,10739.33,0.11379299,Need Attention,5666.88,No Offer (Low Risk),0.0,0.0,0.0
CC-8365,Gold,140000.0,13099.0,0.1485922,Loyal High Spenders,3910.26,No Offer (Low Risk),0.0,0.0,0.0
CC-8366,Standard,70000.0,24230.67,0.13954052,Need Attention,54932.17,No Offer (Low Risk),0.0,0.0,0.0
CC-8367,Platinum,150000.0,2574.5,0.11050286,Need Attention,15475.85,No Offer (Low Risk),0.0,0.0,0.0
CC-8368,Gold,140000.0,127812.17,0.06407049,Loyal High Spenders,188074.1,No Offer (Low Risk),0.0,0.0,0.0
CC-8369,Standard,50000.0,33370.17,0.6710658,At-Risk High Value,12502.71,Fee Waiver,50.0,16235.55,324.7109
CC-8370,Black,350000.0,3320.83,0.109122396,Need Attention,4033.52,No Offer (Low Risk),0.0,0.0,0.0
CC-8371,Gold,80000.0,37090.33,0.6884879,At-Risk High Value,10964.81,No Offer (Budget Exceeded),95.0,14296.09,150.4851
CC-8372,Black,400000.0,1776.5,0.13043328,Dormant / Lost,2769.48,No Offer (Low Risk),0.0,0.0,0.0
CC-8373,Platinum,170000.0,43237.67,0.045926012,Loyal High Spenders,116795.28,No Offer (Low Risk),0.0,0.0,0.0
CC-8374,Standard,20000.0,9634.33,0.41666713,Dormant / Lost,3633.58,No Offer (Budget Exceeded),50.0,3953.1,79.062
CC-8375,Black,450000.0,12827.17,0.094863385,Need Attention,31196.52,No Offer (Low Risk),0.0,0.0,0.0
CC-8376,Platinum,200000.0,2034.17,0.15291853,Dormant / Lost,1613.48,No Offer (Low Risk),0.0,0.0,0.0
CC-8377,Platinum,200000.0,3282.67,0.14659761,Need Attention,2191.59,No Offer (Low Risk),0.0,0.0,0.0
CC-8378,Gold,100000.0,0.0,0.52877945,Dormant / Lost,39.76,No Offer (Low Risk),0.0,0.0,0.0
CC-8379,Standard,60000.0,15274.5,0.09943212,Loyal High Spenders,14756.9,No Offer (Low Risk),0.0,0.0,0.0
CC-8380,Platinum,230000.0,17318.17,0.08180286,Loyal High Spenders,26066.15,No Offer (Low Risk),0.0,0.0,0.0
CC-8381,Platinum,230000.0,20538.17,0.03860655,Loyal High Spenders,46943.52,No Offer (Low Risk),0.0,0.0,0.0
CC-8382,Standard,60000.0,4215.83,0.2551979,Need Attention,1759.89,No Offer (Budget Exceeded),758.85,290.8,0.3832
CC-8383,Platinum,160000.0,1131.33,0.16607136,Dormant / Lost,4962.65,No Offer (Low Risk),0.0,0.0,0.0
CC-8384,Black,310000.0,411.33,0.17871125,Dormant / Lost,2094.07,No Offer (Low Risk),0.0,0.0,0.0
CC-8385,Black,430000.0,42708.33,0.03992078,Loyal High Spenders,39808.24,No Offer (Low Risk),0.0,0.0,0.0
CC-8386,Platinum,240000.0,386.67,0.20053071,Dormant / Lost,864.47,No Offer (Budget Exceeded),120.0,425.78,3.5482
CC-8387,Standard,60000.0,29543.5,0.111944444,Dormant / Lost,49847.73,No Offer (Low Risk),0.0,0.0,0.0
CC-8388,Standard,30000.0,15926.33,0.18453307,Dormant / Lost,17986.27,No Offer (Low Risk),0.0,0.0,0.0
CC-8389,Platinum,180000.0,441.5,0.22382277,Need Attention,1089.39,No Offer (Budget Exceeded),295.0,593.71,2.0126
CC-8390,Standard,20000.0,17825.83,0.56165,Dormant / Lost,5096.12,No Offer (Budget Exceeded),50.0,6223.08,124.4616
CC-8391,Standard,30000.0,16409.67,0.7876945,Dormant / Lost,3704.64,No Offer (Budget Exceeded),50.0,3758.8,75.176
CC-8392,Black,320000.0,16496.83,0.06516924,Dormant / Lost,14679.61,No Offer (Low Risk),0.0,0.0,0.0
CC-8393,Black,500000.0,2643.67,0.18223736,Dormant / Lost,2700.71,No Offer (Low Risk),0.0,0.0,0.0
CC-8394,Platinum,170000.0,0.0,0.31069905,Need Attention,596.54,No Offer (Budget Exceeded),295.0,282.14,0.9564
CC-8395,Standard,20000.0,20415.67,0.17748348,Need Attention,16193.07,No Offer (Low Risk),0.0,0.0,0.0
CC-8396,Black,360000.0,35292.67,0.029322015,Loyal High Spenders,138859.88,No Offer (Low Risk),0.0,0.0,0.0
CC-8397,Gold,90000.0,25872.5,0.15067391,Loyal High Spenders,28291.06,No Offer (Low Risk),0.0,0.0,0.0
CC-8398,Gold,100000.0,1580.0,0.2632615,Need Attention,384.85,No Offer (Budget Exceeded),95.0,247.74,2.6078
CC-8399,Gold,100000.0,0.0,0.39715216,Dormant / Lost,50.29,No Offer (Low Risk),0.0,0.0,0.0
CC-8400,Platinum,170000.0,168.67,0.11680159,Need Attention,1200.08,No Offer (Low Risk),0.0,0.0,0.0
CC-8401,Gold,100000.0,55906.17,0.7599213,At-Risk High Value,14418.49,Fee Waiver,95.0,15733.21,165.6127
CC-8402,Standard,20000.0,1368.33,0.36301216,Need Attention,621.69,No Offer (Budget Exceeded),50.0,596.07,11.9214
CC-8403,Platinum,220000.0,2436.0,0.10957719,Need Attention,2215.13,No Offer (Low Risk),0.0,0.0,0.0
CC-8404,Black,470000.0,9752.17,0.036343228,Need Attention,42189.11,No Offer (Low Risk),0.0,0.0,0.0
CC-8405,Gold,100000.0,6193.83,0.065970406,Dormant / Lost,17032.13,No Offer (Low Risk),0.0,0.0,0.0
CC-8406,Standard,10000.0,2525.17,0.24245754,Need Attention,865.74,No Offer (Budget Exceeded),454.53,49.91,0.1098
CC-8407,Platinum,230000.0,3901.83,0.08801214,Need Attention,3170.86,No Offer (Low Risk),0.0,0.0,0.0
CC-8408,Standard,50000.0,32796.0,0.82086885,At-Risk High Value,7008.79,No Offer (Budget Exceeded),50.0,6648.17,132.9634
CC-8409,Standard,50000.0,34445.5,0.20894936,Loyal High Spenders,32631.46,Apr Cut,120.0,20942.28,174.519
CC-8410,Gold,120000.0,116379.17,0.06783237,Loyal High Spenders,167240.15,No Offer (Low Risk),0.0,0.0,0.0
CC-8411,Platinum,160000.0,5455.33,0.14262182,Need Attention,3033.45,No Offer (Low Risk),0.0,0.0,0.0
CC-8412,Gold,120000.0,905.0,0.19280295,Need Attention,339.14,No Offer (Low Risk),0.0,0.0,0.0
CC-8413,Standard,30000.0,26493.17,0.12883662,Loyal High Spenders,24301.44,No Offer (Low Risk),0.0,0.0,0.0
CC-8414,Platinum,180000.0,16.67,0.12909351,Need Attention,1160.84,No Offer (Low Risk),0.0,0.0,0.0
CC-8415,Standard,30000.0,29166.0,0.1412838,Need Attention,26014.26,No Offer (Low Risk),0.0,0.0,0.0
CC-8416,Platinum,200000.0,2495.0,0.1407038,Dormant / Lost,1950.74,No Offer (Low Risk),0.0,0.0,0.0
CC-8417,Standard,10000.0,14260.67,0.16701673,Loyal High Spenders,6578.01,No Offer (Low Risk),0.0,0.0,0.0
CC-8418,Platinum,230000.0,16446.17,0.078441516,Loyal High Spenders,45258.08,No Offer (Low Risk),0.0,0.0,0.0
CC-8419,Platinum,200000.0,132253.0,0.0531174,Champions / Whales,227481.46,No Offer (Low Risk),0.0,0.0,0.0
CC-8420,Gold,110000.0,48108.17,0.22372729,At-Risk High Value,33990.8,Fee Waiver,95.0,27627.43,290.815
CC-8421,Standard,50000.0,11272.67,0.14914432,Loyal High Spenders,14511.59,No Offer (Low Risk),0.0,0.0,0.0
CC-8422,Standard,50000.0,33870.67,0.15250328,Loyal High Spenders,38385.72,No Offer (Low Risk),0.0,0.0,0.0
CC-8423,Platinum,220000.0,22140.83,0.0627989,Loyal High Spenders,13744.99,No Offer (Low Risk),0.0,0.0,0.0
CC-8424,Black,500000.0,57690.33,0.08265098,At-Risk High Value,54173.48,No Offer (Low Risk),0.0,0.0,0.0
CC-8425,Gold,140000.0,80909.0,0.09856933,Loyal High Spenders,115337.15,No Offer (Low Risk),0.0,0.0,0.0
CC-8426,Standard,50000.0,5032.33,0.61253715,Dormant / Lost,868.97,No Offer (Budget Exceeded),50.0,1050.48,21.0096
CC-8427,Standard,50000.0,8995.0,0.23979613,Need Attention,4482.25,No Offer (Budget Exceeded),1619.1,979.24,0.6048
CC-8428,Platinum,150000.0,112871.67,0.059573837,Champions / Whales,197070.21,No Offer (Low Risk),0.0,0.0,0.0
CC-8429,Platinum,150000.0,145447.67,0.55211484,At-Risk High Value,59838.98,Fee Waiver,295.0,72937.44,247.2456
CC-8430,Platinum,240000.0,186873.17,0.07175726,Loyal High Spenders,299982.84,No Offer (Low Risk),0.0,0.0,0.0
CC-8431,Platinum,180000.0,2400.0,0.79634047,Dormant / Lost,861.19,No Offer (Budget Exceeded),120.0,639.33,5.3277
CC-8432,Platinum,240000.0,6365.67,0.08578715,Need Attention,4402.4,No Offer (Low Risk),0.0,0.0,0.0
CC-8433,Platinum,150000.0,140198.33,0.21368323,At-Risk High Value,120164.7,Fee Waiver,295.0,95192.44,322.6862
CC-8434,Platinum,260000.0,580.0,0.11593239,Need Attention,2329.99,No Offer (Low Risk),0.0,0.0,0.0
CC-8435,Platinum,160000.0,1727.33,0.13403742,Dormant / Lost,1711.09,No Offer (Low Risk),0.0,0.0,0.0
CC-8436,Platinum,290000.0,67836.83,0.036564067,Loyal High Spenders,123330.47,No Offer (Low Risk),0.0,0.0,0.0
CC-8437,Platinum,240000.0,121890.0,0.046382405,Loyal High Spenders,219333.87,No Offer (Low Risk),0.0,0.0,0.0
CC-8438,Standard,50000.0,17373.83,0.32348517,Dormant / Lost,14677.04,Fee Waiver,50.0,14423.67,288.4733
CC-8439,Platinum,170000.0,32772.83,0.104784146,At-Risk High Value,15808.79,No Offer (Low Risk),0.0,0.0,0.0
CC-8440,Gold,130000.0,116817.5,0.2589897,Champions / Whales,93645.39,Fee Waiver,95.0,82595.13,869.4223
CC-8441,Gold,80000.0,2985.33,0.17714855,Dormant / Lost,736.5,No Offer (Low Risk),0.0,0.0,0.0
CC-8442,Standard,30000.0,19121.33,0.25027052,Need Attention,16412.11,No Offer (Budget Exceeded),120.0,11494.69,95.7891
